id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,mcc_description,errors,is_fraud
8275332,2016-05-01 22:00:00,1949,3981,$-260.26,Chip Transaction,60397,San Jose,FL,68876,5045,"Computers, Computer Peripheral Equipment",DECLINE CODE 203,1
9674374,2016-07-29 19:24:00,1202,2892,$882.47,Swipe Transaction,11532,San Jose,IL,86807,4722,Travel Agencies,DECLINE CODE 101,1
7103393,2016-09-07 17:29:00,364,2313,$871.35,Swipe Transaction,31277,San Antonio,FL,12264,3387,"Electroplating, Plating, Polishing Services",DECLINE CODE 203,1
8183757,2016-09-03 04:30:00,604,3673,$-351.88,Swipe Transaction,53252,New York,OH,35483,5192,"Books, Periodicals, Newspapers",DECLINE CODE 203,1
9147667,2015-05-07 06:42:00,1632,2757,$706.48,Swipe Transaction,56475,New York,NY,31300,4784,Tolls and Bridge Fees,DECLINE CODE 203,1
8234124,2015-08-02 14:48:00,1571,4918,$606.53,Swipe Transaction,68739,Phoenix,FL,18965,3008,Steel Drums and Barrels,DECLINE CODE 203,1
7877103,2015-01-06 18:34:00,556,2723,$647.26,Swipe Transaction,95187,Dallas,CA,52073,3006,Miscellaneous Fabricated Metal Products,DECLINE CODE 203,1
9957402,2015-01-27 04:19:00,1966,4769,$422.92,Swipe Transaction,19756,San Antonio,OH,96228,5722,Household Appliance Stores,DECLINE CODE 203,1
8568269,2015-02-02 09:16:00,417,1754,$-77.20,Chip Transaction,59339,Chicago,PA,18221,7538,Automotive Service Shops,DECLINE CODE 101,1
9323854,2016-10-16 19:36:00,591,3478,$887.75,Chip Transaction,72911,San Diego,NC,30933,5812,Eating Places and Restaurants,DECLINE CODE 101,1
8476780,2015-02-11 08:35:00,514,1567,$850.96,Chip Transaction,33049,Philadelphia,GA,17447,7996,"Amusement Parks, Carnivals, Circuses",DECLINE CODE 203,1
9699438,2016-11-05 04:35:00,625,4132,$232.47,Swipe Transaction,55757,San Jose,NY,30212,7549,Towing Services,DECLINE CODE 203,1
9631682,2016-10-08 09:09:00,1696,4937,$973.18,Chip Transaction,78680,San Jose,OH,54280,7538,Automotive Service Shops,DECLINE CODE 101,1
7930957,2015-11-23 22:57:00,1825,2275,$830.84,Swipe Transaction,21889,Phoenix,TX,33086,3684,Semiconductors and Related Devices,DECLINE CODE 101,1
9043413,2015-04-28 15:44:00,469,4633,$-450.43,Chip Transaction,45741,Los Angeles,OH,28650,3066,Miscellaneous Metals,DECLINE CODE 101,1
9378798,2016-06-29 00:15:00,1935,2817,$-191.08,Swipe Transaction,50158,Houston,TX,69591,3390,Miscellaneous Metalwork,DECLINE CODE 203,1
8411551,2016-09-03 13:22:00,359,4060,$815.33,Swipe Transaction,21180,Dallas,FL,39303,4814,Telecommunication Services,DECLINE CODE 101,1
9130909,2016-02-01 02:52:00,313,4230,$-213.19,Swipe Transaction,58291,Los Angeles,FL,97708,7349,Cleaning and Maintenance Services,DECLINE CODE 101,1
8796017,2016-05-15 16:20:00,503,1869,$-413.35,Swipe Transaction,94140,Los Angeles,IL,46145,7922,Theatrical Producers,DECLINE CODE 203,1
7903307,2015-01-12 12:39:00,1338,4729,$694.12,Swipe Transaction,91170,Houston,GA,54897,4112,Passenger Railways,DECLINE CODE 101,1
8418420,2015-04-06 04:10:00,1944,2143,$844.85,Chip Transaction,13460,Houston,TX,17070,5193,"Florists Supplies, Nursery Stock and Flowers",DECLINE CODE 101,1
9230127,2015-03-15 10:50:00,1172,3591,$843.06,Chip Transaction,41717,San Diego,CA,20899,3684,Semiconductors and Related Devices,DECLINE CODE 101,1
9003870,2016-05-15 20:32:00,534,4020,$303.52,Swipe Transaction,61979,Phoenix,GA,45591,4722,Travel Agencies,DECLINE CODE 203,1
9956327,2016-03-18 19:11:00,1082,3279,$411.33,Chip Transaction,28180,San Jose,PA,35078,3509,Industrial Equipment and Supplies,DECLINE CODE 101,1
8958471,2015-06-15 09:50:00,836,1514,$38.10,Swipe Transaction,60743,Philadelphia,CA,10833,7549,Towing Services,DECLINE CODE 101,1
8667349,2016-06-08 12:53:00,421,4726,$-447.48,Chip Transaction,47533,Houston,OH,58932,7276,Tax Preparation Services,DECLINE CODE 203,1
8912968,2015-02-12 19:43:00,305,3844,$397.70,Swipe Transaction,46025,New York,MI,89910,7542,Car Washes,DECLINE CODE 101,1
7827074,2015-04-11 05:41:00,1112,2315,$985.08,Chip Transaction,92273,Chicago,NY,76712,3005,Miscellaneous Metal Fabrication,DECLINE CODE 203,1
9758350,2015-05-20 03:09:00,702,1158,$-74.17,Swipe Transaction,95078,San Antonio,GA,63151,5812,Eating Places and Restaurants,DECLINE CODE 101,1
8251023,2016-06-22 02:12:00,1716,2047,$417.93,Swipe Transaction,21071,San Antonio,MI,65581,5977,Cosmetic Stores,DECLINE CODE 203,1
7890936,2015-07-19 17:41:00,803,1888,$569.46,Chip Transaction,94208,New York,TX,23696,5541,Service Stations,DECLINE CODE 203,1
8916588,2016-06-16 22:10:00,395,1897,$505.43,Chip Transaction,83598,Philadelphia,OH,57531,7349,Cleaning and Maintenance Services,DECLINE CODE 203,1
9442613,2016-08-08 20:53:00,1186,3705,$56.49,Chip Transaction,73830,San Jose,IL,46906,4121,Taxicabs and Limousines,DECLINE CODE 203,1
9973992,2016-10-26 06:36:00,1054,3032,$837.02,Chip Transaction,21908,Chicago,IL,11093,7996,"Amusement Parks, Carnivals, Circuses",DECLINE CODE 101,1
7481916,2015-05-12 00:06:00,1037,1277,$594.02,Chip Transaction,81216,Phoenix,FL,86192,5732,Electronics Stores,DECLINE CODE 203,1
9490283,2016-07-12 13:19:00,1814,1757,$-247.27,Swipe Transaction,57761,New York,NC,36651,4121,Taxicabs and Limousines,DECLINE CODE 101,1
9339654,2015-04-01 07:46:00,1821,4390,$293.39,Swipe Transaction,87807,San Antonio,MI,83981,4814,Telecommunication Services,DECLINE CODE 101,1
9875080,2015-04-28 12:02:00,956,3531,$316.76,Chip Transaction,78644,Chicago,TX,93589,5812,Eating Places and Restaurants,DECLINE CODE 101,1
7983505,2016-01-02 22:29:00,233,3008,$830.39,Swipe Transaction,36532,San Diego,GA,43948,5094,Precious Stones and Metals,DECLINE CODE 203,1
8759416,2015-03-14 06:44:00,1669,4467,$-245.49,Chip Transaction,76213,Dallas,FL,20803,4121,Taxicabs and Limousines,DECLINE CODE 101,1
7486945,2016-06-17 09:42:00,1573,1902,$-69.36,Swipe Transaction,18753,San Antonio,TX,72279,8011,"Doctors, Physicians",DECLINE CODE 101,1
7808567,2015-03-09 07:33:00,1873,3436,$329.20,Chip Transaction,85111,Phoenix,PA,11179,5411,"Grocery Stores, Supermarkets",DECLINE CODE 101,1
7728281,2016-10-28 10:10:00,923,2241,$586.96,Swipe Transaction,60274,San Antonio,TX,54861,5193,"Florists Supplies, Nursery Stock and Flowers",DECLINE CODE 203,1
7856062,2015-03-14 18:53:00,1946,1670,$859.77,Chip Transaction,75882,Philadelphia,TX,32914,4900,"Utilities - Electric, Gas, Water, Sanitary",DECLINE CODE 203,1
8307226,2016-05-12 12:07:00,278,4970,$99.25,Chip Transaction,66123,San Jose,NC,49385,7349,Cleaning and Maintenance Services,DECLINE CODE 101,1
9519290,2016-09-24 21:07:00,723,3821,$136.14,Chip Transaction,12554,San Antonio,NY,11219,5251,Hardware Stores,DECLINE CODE 203,1
7818954,2016-03-05 13:39:00,818,1659,$536.19,Swipe Transaction,24508,San Jose,NC,85692,5942,Book Stores,DECLINE CODE 203,1
9848182,2015-05-13 17:50:00,1190,4741,$326.22,Chip Transaction,14470,Houston,PA,62169,3509,Industrial Equipment and Supplies,DECLINE CODE 203,1
9328977,2015-07-31 23:14:00,685,3778,$397.27,Chip Transaction,83839,Phoenix,NC,10273,3722,Passenger Railways,DECLINE CODE 203,1
9899721,2016-08-21 18:03:00,1875,4221,$209.26,Chip Transaction,49919,Phoenix,NY,38957,5977,Cosmetic Stores,DECLINE CODE 203,1
7046193,2015-09-09 22:26:00,224,2099,$463.13,Swipe Transaction,38522,Phoenix,CA,84954,4784,Tolls and Bridge Fees,DECLINE CODE 203,1
7072567,2015-03-14 10:54:00,168,1170,$292.39,Chip Transaction,49501,San Diego,MI,12861,4214,Motor Freight Carriers and Trucking,DECLINE CODE 203,1
7419277,2016-01-30 07:23:00,1491,1429,$787.12,Swipe Transaction,69266,New York,NC,66471,7832,Motion Picture Theaters,DECLINE CODE 203,1
9032243,2016-06-24 22:00:00,747,2092,$888.07,Swipe Transaction,91290,Philadelphia,TX,86695,3009,Fabricated Structural Metal Products,DECLINE CODE 101,1
9832497,2015-03-25 05:47:00,687,2264,$928.50,Chip Transaction,69360,San Antonio,CA,80362,5970,"Artist Supply Stores, Craft Shops",DECLINE CODE 101,1
7814637,2016-08-05 10:01:00,1609,4189,$47.53,Chip Transaction,92516,Los Angeles,GA,16931,3504,Gardening Supplies,DECLINE CODE 203,1
9576572,2015-07-06 09:57:00,854,2103,$-456.16,Swipe Transaction,73894,San Diego,MI,30976,7549,Towing Services,DECLINE CODE 203,1
7969386,2016-05-06 07:07:00,963,3835,$664.82,Swipe Transaction,89194,San Jose,FL,90142,7549,Towing Services,DECLINE CODE 101,1
7672920,2016-08-06 07:42:00,1281,1073,$-448.25,Swipe Transaction,49522,Houston,CA,21266,5310,Discount Stores,DECLINE CODE 101,1
9246956,2016-02-04 06:48:00,1774,4598,$-39.94,Swipe Transaction,60245,Chicago,PA,21221,3389,Non-Precious Metal Services,DECLINE CODE 101,1
7009104,2016-01-19 07:56:00,111,4873,$-282.38,Swipe Transaction,10459,San Diego,PA,62363,3504,Gardening Supplies,DECLINE CODE 101,1
8954469,2015-10-31 08:30:00,334,2079,$665.51,Chip Transaction,10407,Houston,NY,34451,3389,Non-Precious Metal Services,DECLINE CODE 203,1
9202651,2015-03-29 12:10:00,559,3285,$996.60,Chip Transaction,66439,San Jose,MI,15535,9402,Postal Services - Government Only,DECLINE CODE 203,1
7923541,2015-10-02 01:44:00,786,1905,$-402.42,Chip Transaction,87469,New York,NY,19576,3771,Railroad Passenger Transport,DECLINE CODE 101,1
9944253,2016-03-08 22:32:00,1737,1777,$847.70,Chip Transaction,33359,Houston,OH,11299,5655,"Sports Apparel, Riding Apparel Stores",DECLINE CODE 203,1
9462650,2015-10-29 11:02:00,1205,4694,$-408.94,Swipe Transaction,87551,San Antonio,TX,98017,8099,Medical Services,DECLINE CODE 101,1
9444510,2016-08-10 14:40:00,1876,1031,$29.46,Swipe Transaction,85098,Houston,FL,92466,3256,"Brick, Stone, and Related Materials",DECLINE CODE 203,1
9933012,2015-08-01 19:46:00,303,2377,$14.52,Chip Transaction,25764,Phoenix,MI,75068,8043,"Optometrists, Optical Goods and Eyeglasses",DECLINE CODE 101,1
7754963,2015-04-06 17:11:00,538,1111,$668.13,Chip Transaction,60390,Chicago,MI,63747,4722,Travel Agencies,DECLINE CODE 101,1
7393723,2015-05-20 22:24:00,1933,2798,$-184.78,Chip Transaction,22577,Dallas,FL,74433,4131,Bus Lines,DECLINE CODE 203,1
7571696,2016-07-30 05:11:00,968,1972,$-339.72,Swipe Transaction,12080,San Diego,MI,75888,8011,"Doctors, Physicians",DECLINE CODE 203,1
7275439,2016-01-12 04:18:00,1244,2266,$853.61,Chip Transaction,48495,Philadelphia,FL,42764,5499,Miscellaneous Food Stores,DECLINE CODE 203,1
7050547,2015-07-18 16:46:00,927,1334,$278.86,Swipe Transaction,64821,Houston,NC,63829,4784,Tolls and Bridge Fees,DECLINE CODE 203,1
7192871,2016-01-18 21:02:00,671,2147,$416.62,Chip Transaction,39162,New York,NC,53908,5719,Miscellaneous Home Furnishing Stores,DECLINE CODE 101,1
7759484,2016-01-20 07:45:00,954,4354,$-14.93,Chip Transaction,50244,Dallas,MI,48473,8111,Legal Services and Attorneys,DECLINE CODE 203,1
8172361,2015-12-24 07:38:00,1952,4322,$455.46,Swipe Transaction,17771,San Diego,FL,69354,3393,Heat Treating Metal Services,DECLINE CODE 203,1
9564663,2016-10-07 16:55:00,1742,3659,$-108.46,Swipe Transaction,52748,San Jose,NC,48821,7538,Automotive Service Shops,DECLINE CODE 203,1
9565940,2016-08-08 14:07:00,1550,4796,$633.54,Chip Transaction,55700,San Diego,IL,62069,7210,Laundry Services,DECLINE CODE 203,1
7487461,2016-01-26 11:20:00,141,2443,$793.02,Swipe Transaction,13882,Houston,TX,75299,5947,"Gift, Card, Novelty Stores",DECLINE CODE 101,1
7623048,2015-10-28 08:45:00,998,2346,$435.53,Swipe Transaction,41767,Houston,OH,23627,4784,Tolls and Bridge Fees,DECLINE CODE 203,1
9530590,2015-05-23 17:41:00,531,1663,$-81.01,Chip Transaction,33313,Philadelphia,IL,95511,3144,Floor Covering Stores,DECLINE CODE 203,1
7597073,2015-10-01 06:35:00,1191,2024,$-338.98,Swipe Transaction,83116,Chicago,CA,50913,3684,Semiconductors and Related Devices,DECLINE CODE 101,1
8912222,2015-02-13 09:34:00,1053,1771,$130.87,Chip Transaction,20357,Dallas,NC,30616,4829,Money Transfer,DECLINE CODE 203,1
9533314,2016-03-10 18:04:00,605,3057,$-384.52,Chip Transaction,46929,Houston,TX,16337,5192,"Books, Periodicals, Newspapers",DECLINE CODE 203,1
9312494,2016-01-26 22:47:00,612,3905,$19.42,Chip Transaction,81958,San Antonio,TX,58315,3260,Pottery and Ceramics,DECLINE CODE 203,1
7917134,2016-05-25 13:35:00,1244,2055,$994.44,Chip Transaction,39421,Chicago,PA,25818,5310,Discount Stores,DECLINE CODE 101,1
7071840,2015-10-24 13:49:00,159,4802,$235.68,Chip Transaction,82897,Philadelphia,MI,23883,5815,"Digital Goods - Media, Books, Apps",DECLINE CODE 101,1
7056767,2015-04-05 09:09:00,1456,4941,$-468.45,Swipe Transaction,23603,Phoenix,PA,59845,7230,Beauty and Barber Shops,DECLINE CODE 101,1
7829515,2015-06-26 18:08:00,1681,1798,$-368.48,Chip Transaction,11338,San Antonio,MI,14729,5533,Automotive Parts and Accessories Stores,DECLINE CODE 203,1
7426998,2015-02-26 08:28:00,973,4623,$140.88,Chip Transaction,99404,Los Angeles,FL,87498,5211,Lumber and Building Materials,DECLINE CODE 101,1
8195581,2015-08-05 22:25:00,307,1354,$-229.79,Chip Transaction,66432,Phoenix,OH,92475,5651,Family Clothing Stores,DECLINE CODE 203,1
8180767,2015-07-12 21:51:00,1683,4692,$307.32,Swipe Transaction,23959,Philadelphia,FL,75296,3256,"Brick, Stone, and Related Materials",DECLINE CODE 203,1
7657737,2015-04-28 04:04:00,333,3454,$-101.91,Chip Transaction,81009,Phoenix,NC,76887,5970,"Artist Supply Stores, Craft Shops",DECLINE CODE 203,1
8718829,2015-09-06 06:20:00,913,4874,$589.48,Swipe Transaction,67974,Philadelphia,TX,50261,7276,Tax Preparation Services,DECLINE CODE 203,1
8982780,2016-09-30 15:39:00,142,3067,$116.53,Chip Transaction,18403,Philadelphia,IL,54456,7801,"Athletic Fields, Commercial Sports",DECLINE CODE 101,1
9855327,2016-11-07 10:23:00,1853,4652,$441.59,Swipe Transaction,35580,New York,OH,60680,7802,"Recreational Sports, Clubs",DECLINE CODE 101,1
8849960,2016-09-22 22:20:00,893,4566,$685.37,Swipe Transaction,41043,New York,NC,61133,5661,Shoe Stores,DECLINE CODE 203,1
8276398,2015-10-06 22:16:00,1475,2064,$806.54,Swipe Transaction,64876,Dallas,OH,88409,3008,Steel Drums and Barrels,DECLINE CODE 203,1
7124808,2015-01-30 13:38:00,554,3835,$893.51,Chip Transaction,88349,Philadelphia,CA,54379,5310,Discount Stores,DECLINE CODE 101,1
7182984,2015-06-21 22:37:00,1151,3758,$-112.82,Swipe Transaction,19192,Philadelphia,GA,93032,5941,Sporting Goods Stores,DECLINE CODE 101,1
7642258,2015-05-09 13:02:00,632,3043,$858.47,Swipe Transaction,38569,Dallas,NC,88225,3009,Fabricated Structural Metal Products,DECLINE CODE 101,1
9302627,2016-05-14 17:08:00,859,3167,$-13.91,Chip Transaction,20751,San Antonio,OH,27248,3007,Coated and Laminated Products,DECLINE CODE 101,1
8316337,2015-06-15 21:44:00,237,1075,$920.07,Swipe Transaction,90435,Dallas,FL,69840,7802,"Recreational Sports, Clubs",DECLINE CODE 101,1
9131327,2015-07-18 20:09:00,336,3865,$-413.50,Chip Transaction,39631,San Antonio,OH,36768,3000,Steelworks,DECLINE CODE 203,1
7329276,2015-03-13 16:11:00,185,4675,$234.07,Swipe Transaction,92530,San Antonio,TX,66581,3058,"Tools, Parts, Supplies Manufacturing",DECLINE CODE 203,1
9785094,2015-10-29 00:42:00,569,2325,$805.99,Chip Transaction,74688,Philadelphia,PA,59535,5251,Hardware Stores,DECLINE CODE 101,1
9920447,2016-06-19 06:30:00,1363,4522,$-313.40,Chip Transaction,38601,Los Angeles,NC,71877,8021,Dentists and Orthodontists,DECLINE CODE 101,1
9834160,2016-05-21 08:49:00,886,1209,$439.86,Chip Transaction,30674,Houston,CA,77524,3132,Leather Goods,DECLINE CODE 101,1
7121585,2016-01-01 08:02:00,1977,4585,$882.40,Chip Transaction,53154,San Jose,NY,58914,5970,"Artist Supply Stores, Craft Shops",DECLINE CODE 101,1
9895752,2016-06-02 02:41:00,607,2133,$205.32,Chip Transaction,84445,San Diego,TX,46384,8099,Medical Services,DECLINE CODE 101,1
8691197,2015-08-15 21:26:00,216,4635,$414.87,Swipe Transaction,63348,Phoenix,GA,67710,5921,"Package Stores, Beer, Wine, Liquor",DECLINE CODE 101,1
7477104,2015-05-16 12:03:00,1963,1258,$230.95,Chip Transaction,37246,Los Angeles,CA,43602,5621,Women's Ready-To-Wear Stores,DECLINE CODE 101,1
8671643,2015-03-06 14:44:00,1646,4390,$841.10,Swipe Transaction,21391,Philadelphia,NC,39540,3504,Gardening Supplies,DECLINE CODE 101,1
7779068,2015-05-11 16:37:00,1708,3254,$638.19,Swipe Transaction,90892,New York,PA,74189,4899,"Cable, Satellite, and Other Pay Television Services",DECLINE CODE 101,1
9110982,2016-05-10 14:47:00,494,2962,$753.97,Chip Transaction,41059,Dallas,NY,96616,5815,"Digital Goods - Media, Books, Apps",DECLINE CODE 101,1
8743585,2015-10-27 05:37:00,564,3408,$791.17,Chip Transaction,59109,San Antonio,TX,52950,5651,Family Clothing Stores,DECLINE CODE 203,1
7309332,2015-05-17 08:36:00,1628,4670,$-174.98,Chip Transaction,45789,Phoenix,TX,44316,5932,Antique Shops,DECLINE CODE 101,1
8087527,2015-07-19 07:53:00,1287,4442,$460.16,Swipe Transaction,48186,San Jose,MI,56377,8049,Podiatrists,DECLINE CODE 101,1
9291492,2015-11-22 00:31:00,1291,2742,$-235.38,Chip Transaction,86196,Houston,MI,95527,7922,Theatrical Producers,DECLINE CODE 101,1
7996329,2015-03-29 13:17:00,340,3090,$328.61,Swipe Transaction,89358,Houston,OH,65065,4814,Telecommunication Services,DECLINE CODE 203,1
7011390,2016-03-15 22:04:00,1631,4702,$-42.10,Swipe Transaction,57470,Dallas,TX,55169,7922,Theatrical Producers,DECLINE CODE 101,1
8883907,2015-09-06 12:15:00,1434,4283,$362.91,Chip Transaction,28858,Chicago,PA,10431,7210,Laundry Services,DECLINE CODE 203,1
8813244,2016-02-21 17:48:00,1894,1461,$74.37,Chip Transaction,25777,New York,NC,36751,7538,Automotive Service Shops,DECLINE CODE 101,1
8947538,2016-11-24 13:30:00,1598,4197,$736.02,Swipe Transaction,19673,New York,OH,26813,5732,Electronics Stores,DECLINE CODE 203,1
8833289,2016-02-15 15:21:00,1213,4077,$593.56,Chip Transaction,52434,Los Angeles,GA,41847,6300,"Insurance Sales, Underwriting",DECLINE CODE 203,1
8213773,2016-08-01 12:44:00,443,4031,$-21.14,Chip Transaction,50218,Houston,GA,47606,3771,Railroad Passenger Transport,DECLINE CODE 203,1
8170698,2015-08-20 09:03:00,1235,1737,$-366.71,Swipe Transaction,93139,San Diego,GA,77330,5732,Electronics Stores,DECLINE CODE 203,1
9675149,2015-01-01 05:02:00,508,3083,$139.85,Chip Transaction,55959,New York,TX,78439,3405,Ironwork,DECLINE CODE 101,1
9274160,2015-10-27 03:59:00,791,1213,$957.17,Chip Transaction,37602,Houston,PA,15183,8041,Chiropractors,DECLINE CODE 203,1
8287361,2016-10-14 16:38:00,1287,1112,$-7.30,Chip Transaction,45399,Dallas,TX,32460,7538,Automotive Service Shops,DECLINE CODE 203,1
7037327,2015-02-02 08:31:00,1695,2690,$-489.15,Swipe Transaction,31790,Los Angeles,CA,55260,4112,Passenger Railways,DECLINE CODE 203,1
8675861,2015-05-27 15:06:00,1579,1672,$471.94,Chip Transaction,56892,Philadelphia,FL,41943,8043,"Optometrists, Optical Goods and Eyeglasses",DECLINE CODE 203,1
7907559,2016-10-26 08:18:00,1595,2008,$940.20,Swipe Transaction,54634,Chicago,NC,99325,4411,Cruise Lines,DECLINE CODE 101,1
9637203,2015-12-06 21:40:00,1188,1143,$60.44,Swipe Transaction,78978,San Diego,TX,72491,3005,Miscellaneous Metal Fabrication,DECLINE CODE 101,1
9653181,2016-03-06 05:26:00,1069,1785,$-390.61,Swipe Transaction,52469,San Antonio,IL,81773,7393,"Detective Agencies, Security Services",DECLINE CODE 203,1
7374434,2016-10-11 13:25:00,1118,5000,$927.63,Chip Transaction,56910,Phoenix,PA,67631,7922,Theatrical Producers,DECLINE CODE 203,1
9772101,2015-08-20 19:44:00,930,3019,$157.22,Swipe Transaction,39728,Phoenix,NY,89039,3359,Non-Ferrous Metal Foundries,DECLINE CODE 101,1
8600066,2015-02-27 05:19:00,1061,1205,$-322.89,Chip Transaction,93288,New York,NY,69740,3775,Railroad Freight,DECLINE CODE 101,1
7398418,2015-04-26 19:45:00,278,3463,$450.12,Swipe Transaction,24083,New York,FL,73391,5733,Music Stores - Musical Instruments,DECLINE CODE 203,1
7405133,2016-08-17 21:17:00,590,3720,$-64.52,Chip Transaction,54042,Phoenix,IL,73638,8062,Hospitals,DECLINE CODE 203,1
9998888,2015-09-12 06:58:00,1034,1336,$904.32,Swipe Transaction,75252,San Antonio,MI,29453,3504,Gardening Supplies,DECLINE CODE 203,1
9917274,2015-12-12 16:14:00,862,3378,$440.84,Chip Transaction,84638,New York,FL,37729,5533,Automotive Parts and Accessories Stores,DECLINE CODE 101,1
7318297,2015-07-14 03:16:00,1371,1576,$-93.38,Swipe Transaction,27583,Dallas,IL,81636,3058,"Tools, Parts, Supplies Manufacturing",DECLINE CODE 101,1
8299445,2016-10-23 11:10:00,984,2584,$365.39,Swipe Transaction,94197,San Diego,FL,92376,7531,Automotive Body Repair Shops,DECLINE CODE 203,1
7181764,2015-05-31 17:23:00,715,3330,$446.66,Swipe Transaction,65513,Dallas,OH,43262,3009,Fabricated Structural Metal Products,DECLINE CODE 101,1
7726042,2015-12-11 02:29:00,1549,1642,$-442.99,Chip Transaction,17812,San Jose,GA,52239,4814,Telecommunication Services,DECLINE CODE 203,1
8457214,2015-02-26 21:14:00,1131,1886,$-205.54,Swipe Transaction,90049,New York,NC,97528,5912,Drug Stores and Pharmacies,DECLINE CODE 203,1
7960199,2016-07-04 12:45:00,1936,1268,$590.10,Chip Transaction,11793,New York,NY,75789,4814,Telecommunication Services,DECLINE CODE 101,1
7135531,2016-04-19 03:41:00,261,3550,$200.22,Chip Transaction,18962,New York,FL,25074,7538,Automotive Service Shops,DECLINE CODE 101,1
9282049,2015-08-26 20:11:00,667,4119,$537.37,Swipe Transaction,23248,San Antonio,PA,13179,3684,Semiconductors and Related Devices,DECLINE CODE 203,1
9471245,2015-07-28 05:05:00,1056,4994,$400.49,Swipe Transaction,42333,San Diego,PA,56323,7542,Car Washes,DECLINE CODE 203,1
7501652,2016-04-21 06:45:00,1080,2392,$-104.68,Chip Transaction,29294,Phoenix,NC,87007,3001,Steel Products Manufacturing,DECLINE CODE 101,1
8768768,2016-11-04 20:07:00,232,3680,$714.50,Chip Transaction,47001,Houston,OH,24162,7230,Beauty and Barber Shops,DECLINE CODE 203,1
8321464,2016-07-25 19:31:00,1142,3773,$-46.12,Chip Transaction,46549,Dallas,PA,49096,5411,"Grocery Stores, Supermarkets",DECLINE CODE 203,1
7322169,2016-06-06 12:14:00,1797,2277,$976.65,Chip Transaction,48008,New York,TX,71756,5533,Automotive Parts and Accessories Stores,DECLINE CODE 203,1
9767700,2015-12-28 04:13:00,900,1478,$-202.17,Chip Transaction,19285,Philadelphia,NY,24316,5816,Digital Goods - Games,DECLINE CODE 101,1
9054024,2015-06-20 21:33:00,1890,2301,$-232.09,Chip Transaction,37137,San Antonio,GA,97647,5977,Cosmetic Stores,DECLINE CODE 101,1
7545661,2016-03-28 21:13:00,251,3697,$997.35,Swipe Transaction,74263,San Antonio,OH,25034,3405,Ironwork,DECLINE CODE 203,1
9702958,2016-01-12 20:07:00,187,4216,$24.51,Chip Transaction,83194,San Jose,FL,82449,5712,"Furniture, Home Furnishings, and Equipment Stores",DECLINE CODE 101,1
7180712,2015-06-04 18:57:00,903,1107,$851.79,Chip Transaction,43075,New York,GA,92740,3260,Pottery and Ceramics,DECLINE CODE 203,1
7369759,2015-02-23 12:15:00,818,1063,$-46.38,Swipe Transaction,90210,Los Angeles,MI,35434,5921,"Package Stores, Beer, Wine, Liquor",DECLINE CODE 101,1
9362419,2015-08-23 07:08:00,1351,4070,$401.77,Chip Transaction,80783,San Jose,IL,13077,8011,"Doctors, Physicians",DECLINE CODE 101,1
7553758,2015-04-07 20:40:00,673,1862,$516.83,Swipe Transaction,26704,Houston,CA,33789,3075,"Bolt, Nut, Screw, Rivet Manufacturing",DECLINE CODE 203,1
9643211,2015-07-12 17:27:00,1599,3641,$-323.88,Swipe Transaction,26466,San Diego,MI,74564,5211,Lumber and Building Materials,DECLINE CODE 101,1
7350032,2016-03-10 16:54:00,943,1749,$372.95,Swipe Transaction,20618,Los Angeles,FL,77248,5719,Miscellaneous Home Furnishing Stores,DECLINE CODE 101,1
9748371,2015-07-24 07:22:00,968,2789,$803.07,Chip Transaction,50639,Los Angeles,NC,72529,3722,Passenger Railways,DECLINE CODE 101,1
7333316,2015-04-17 20:36:00,1760,2490,$-445.67,Chip Transaction,35305,San Jose,MI,95293,7995,"Betting (including Lottery Tickets, Casinos)",DECLINE CODE 101,1
7417056,2015-07-23 09:42:00,1718,4985,$315.35,Chip Transaction,86598,New York,PA,19935,8062,Hospitals,DECLINE CODE 101,1
8557576,2015-03-28 15:52:00,1588,4966,$290.28,Chip Transaction,54114,Dallas,NC,76045,4411,Cruise Lines,DECLINE CODE 203,1
7320690,2015-05-04 15:08:00,649,3818,$816.80,Swipe Transaction,19884,Houston,GA,65314,3509,Industrial Equipment and Supplies,DECLINE CODE 101,1
7971209,2016-07-20 06:42:00,1711,4840,$-104.73,Chip Transaction,87316,San Antonio,PA,54357,5912,Drug Stores and Pharmacies,DECLINE CODE 203,1
7620570,2015-12-05 17:45:00,1681,4066,$27.65,Swipe Transaction,75150,New York,IL,79396,3000,Steelworks,DECLINE CODE 203,1
7861705,2015-05-10 17:57:00,1636,4561,$859.94,Chip Transaction,49337,San Diego,IL,53627,5815,"Digital Goods - Media, Books, Apps",DECLINE CODE 203,1
8486776,2016-05-14 15:32:00,543,4285,$-248.61,Swipe Transaction,41295,Philadelphia,CA,23331,5977,Cosmetic Stores,DECLINE CODE 101,1
7005747,2016-06-30 22:35:00,1599,4646,$917.73,Chip Transaction,41567,San Diego,PA,79397,5094,Precious Stones and Metals,DECLINE CODE 203,1
7075394,2016-09-09 12:36:00,451,4700,$502.72,Swipe Transaction,53473,Chicago,MI,42853,5533,Automotive Parts and Accessories Stores,DECLINE CODE 101,1
7572233,2016-09-01 03:14:00,1998,3434,$805.65,Swipe Transaction,32947,Houston,PA,72256,5192,"Books, Periodicals, Newspapers",DECLINE CODE 203,1
